,CarModel,AgeOfCar,Price,OdoMeterReading,Gas Type,NoOfOwners,Brand,Brand Encoded,Broker,Direct Owner,Trustmark Broker,Manual,Automatic
2532,Maruti Baleno RS 1.0 Petrol,5,0.059684684684684686,-0.06895079577927328,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2533,Maruti SX4 Vxi BSIV,11,0.023085585585585582,0.9387953815901798,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
2534,Hyundai Getz GL,17,0.012387387387387387,0.2955531407160608,4,4,Hyundai,10,0.0,1.0,0.0,0.0,1.0
2535,Audi A4 3.0 TDI Quattro,10,0.17567567567567566,0.42420158889088466,1,0,Audi,1,1.0,0.0,0.0,1.0,0.0
2536,Chevrolet Beat Diesel LT,10,0.021959459459459457,-0.9909313410321773,1,4,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
2537,Chevrolet Beat Diesel LS,11,0.015765765765765764,-0.3476891001580582,1,0,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
2538,Maruti Swift 1.3 VXI ABS,8,0.051238738738738736,-0.8923008640981457,4,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
2539,Renault Duster RXL AWD,9,0.059684684684684686,0.007573589476717745,1,0,Renault,23,1.0,0.0,0.0,0.0,1.0
2540,Maruti SX4 Vxi BSIV,11,0.023085585585585582,0.9387953815901798,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
2541,Hyundai i20 Asta Option 1.4 CRDi,8,0.05405405405405405,0.2955531407160608,1,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
2542,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,6,0.09234234234234233,-0.36456348827698926,1,0,Ford,8,1.0,0.0,0.0,0.0,1.0
2543,Hyundai EON Era Plus,10,0.029279279279279275,-1.3502893396005184,4,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
2544,Ford Endeavour Titanium Plus 4X4,6,0.2989864864864865,-0.1332750198666852,1,0,Ford,8,1.0,0.0,0.0,1.0,0.0
2545,Chevrolet Beat LT Option,7,0.02466216216216216,-0.5406617724202939,4,0,Chevrolet,3,1.0,0.0,0.0,0.0,1.0
2546,Tata Indigo LS,15,0.009572072072072071,0.5099672210074339,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
2547,Renault KWID RXT,5,0.03265765765765766,-1.0981383811778638,4,0,Renault,23,0.0,1.0,0.0,0.0,1.0
2548,Tata Tigor 1.2 Revotron XM,5,0.05518006756756757,-1.3125524614692368,4,0,Tata,25,0.0,1.0,0.0,0.0,1.0
2549,Tata Indica Vista Aqua 1.4 TDI,15,0.010135135135135134,0.5099672210074339,1,4,Tata,25,0.0,1.0,0.0,0.0,1.0
2550,Maruti Swift VDI BSIV,7,0.06475225225225224,0.08113906042468783,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2551,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,5,0.10247747747747747,-0.9909313410321773,1,0,Ford,8,0.0,1.0,0.0,0.0,1.0
2552,Toyota Corolla Altis 1.8 J,15,0.04279279279279279,-0.6693102205951177,4,2,Toyota,26,0.0,1.0,0.0,0.0,1.0
2553,Tata Manza Aura (ABS) Quadrajet BS IV,12,0.022522522522522518,1.582037622464299,1,2,Tata,25,0.0,1.0,0.0,0.0,1.0
2554,Mahindra Scorpio S4 4WD,8,0.0653153153153153,-0.1332750198666852,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
2555,Maruti Swift VDI,16,0.023085585585585582,-0.3476891001580582,1,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
2556,Tata Indica Vista TDI LS,12,0.01126126126126126,1.153209461881553,1,2,Tata,25,0.0,1.0,0.0,0.0,1.0
2557,Renault Duster 85PS Diesel RxL,10,0.0411036036036036,0.2955531407160608,1,2,Renault,23,0.0,1.0,0.0,0.0,1.0
2558,Honda City i-DTEC SV,9,0.07094594594594594,-0.3551078273361397,1,0,Honda,9,1.0,0.0,0.0,0.0,1.0
2559,Tata Nano Lx BSIII,12,0.005067567567567568,-0.1332750198666852,4,2,Tata,25,0.0,1.0,0.0,0.0,1.0
2560,Hyundai Grand i10 Asta,6,0.059684684684684686,-1.2107486561468928,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
2561,Hyundai Verna 1.6 SX CRDi (O),9,0.07376126126126126,-0.11183361183754789,1,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
2562,Tata New Safari 4X4 EX,11,0.059684684684684686,1.6249204385225735,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
2563,Maruti Alto LXi BSII,21,0.009009009009009009,0.2955531407160608,4,1,Maruti,18,0.0,1.0,0.0,0.0,1.0
2564,Maruti Alto K10 2010-2014 VXI,13,0.020270270270270268,0.08113906042468783,4,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
2565,Honda Brio S MT,11,0.02984234234234234,-0.5827083735654321,4,0,Honda,9,1.0,0.0,0.0,0.0,1.0
2566,Mahindra XUV500 W6 2WD,7,0.143018018018018,-1.3125524614692368,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
2567,Honda City V MT,11,0.07657657657657657,-1.2053454213235502,4,0,Honda,9,0.0,1.0,0.0,0.0,1.0
2568,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,12,0.08783783783783783,3.5117643450866565,1,0,Toyota,26,0.0,1.0,0.0,0.0,1.0
2569,Hyundai Accent CRDi,21,0.00731981981981982,0.7243813012988068,1,4,Hyundai,10,0.0,1.0,0.0,0.0,1.0
2570,Maruti Eeco 5 STR With AC Plus HTR CNG,5,0.043918806306306304,-0.4548961403037447,0,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2571,Ford Figo Titanium,3,0.08175675675675674,-1.3959380972945516,4,3,Ford,8,1.0,0.0,0.0,0.0,1.0
2572,Mahindra XUV500 W6 2WD,9,0.0653153153153153,0.2955531407160608,1,2,Mahindra,17,0.0,1.0,0.0,0.0,1.0
2573,Tata Tiago NRG Petrol,4,0.059684684684684686,-1.2053454213235502,4,0,Tata,25,0.0,1.0,0.0,0.0,1.0
2574,Renault Lodgy Stepway 85PS RXZ 8S,6,0.07094594594594594,-0.5621031804494312,1,0,Renault,23,0.0,1.0,0.0,0.0,1.0
2575,Maruti Swift ZXI,9,0.05067567567567567,-0.5621031804494312,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2576,Maruti Wagon R VXI BSIII,17,0.014639639639639638,-0.1332750198666852,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
2577,Maruti Swift Dzire ZXI,7,0.06756756756756756,-0.6693102205951177,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2578,Chevrolet Beat LS,12,0.014639639639639638,-0.1332750198666852,4,4,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
2579,Renault Duster 85PS Diesel RxL Plus,10,0.03175675675675676,-0.1332750198666852,1,2,Renault,23,0.0,1.0,0.0,0.0,1.0
2580,Hyundai Verna 1.6 SX VTVT (O),10,0.05743243243243243,0.48852581297829656,4,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
2581,Renault KWID RXL,7,0.023648536036036033,-0.6049859965077058,4,0,Renault,23,0.0,1.0,0.0,0.0,1.0
2582,Hyundai Verna VTVT 1.6 AT SX Option,6,0.12162162162162161,-1.2053454213235502,4,0,Hyundai,10,0.0,1.0,0.0,1.0,0.0
2583,Mahindra Scorpio 1.99 S4,7,0.05518006756756757,-0.1332750198666852,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
2584,Toyota Innova 2.5 G3,13,0.04842342342342342,1.153209461881553,1,4,Toyota,26,0.0,1.0,0.0,0.0,1.0
2585,Hyundai Grand i10 1.2 Kappa Magna AT,6,0.059684684684684686,-0.9932898959153823,4,0,Hyundai,10,1.0,0.0,0.0,1.0,0.0
2586,Renault KWID 1.0,6,0.037162162162162164,-0.24048206001237168,4,0,Renault,23,0.0,1.0,0.0,0.0,1.0
2587,Chevrolet Aveo U-VA 1.2,16,0.006756756756756757,0.9387953815901798,4,2,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
2588,Tata Sumo LX,14,0.009009009009009009,0.012054843754807441,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
2589,Maruti Swift ZXI ABS,14,0.025900900900900897,-0.1332750198666852,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
2590,Maruti Swift ZXI BSIV,7,0.07319819819819819,-1.2674397389759318,4,0,Maruti,18,0.0,0.0,1.0,0.0,1.0
2591,Maruti Baleno Alpha 1.3,7,0.07376126126126126,-0.1332750198666852,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2592,Hyundai Tucson 2.0 e-VGT 2WD MT,6,0.18355855855855854,-0.24048206001237168,1,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
2593,Hyundai i20 1.4 Sportz,6,0.07432432432432431,-0.476337548332882,1,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
2594,Maruti Wagon R LXI Minor,15,0.01126126126126126,0.9387953815901798,4,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
2595,Hyundai Verna i (Petrol),15,0.01126126126126126,0.5099672210074339,4,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
2596,Maruti Alto 800 VXI,7,0.03153153153153153,-0.7765172607408042,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2597,Volkswagen Jetta 1.4 TSI Comfortline,10,0.04842342342342342,-0.3476891001580582,4,0,Volkswagen,27,0.0,1.0,0.0,0.0,1.0
2598,Ford Ikon 1.4 TDCi DuraTorq,14,0.012387387387387387,0.7243813012988068,1,4,Ford,8,0.0,1.0,0.0,0.0,1.0
2599,Toyota Corolla Altis G AT,7,0.09909909909909909,-0.3476891001580582,4,0,Toyota,26,0.0,1.0,0.0,1.0,0.0
2600,Toyota Innova 2.5 V Diesel 7-seater,9,0.12725225225225223,1.4748305823186123,1,0,Toyota,26,1.0,0.0,0.0,0.0,1.0
2601,Chevrolet Enjoy TCDi LTZ 7 Seater,10,0.041666666666666664,-0.7121930366533923,1,2,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
2602,Hyundai Verna 1.6 SX,9,0.07094594594594594,0.08113906042468783,1,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
2603,Skoda Laura Ambiente 2.0 TDI CR MT,13,0.03153153153153153,0.7243813012988068,1,2,Skoda,24,0.0,1.0,0.0,0.0,1.0
2604,Mahindra Xylo D4 BSIV,10,0.037162162162162164,1.8312725493949908,1,2,Mahindra,17,0.0,1.0,0.0,0.0,1.0
2605,Mahindra Scorpio LX,13,0.0411036036036036,0.9387953815901798,1,4,Mahindra,17,0.0,1.0,0.0,0.0,1.0
2606,Maruti Wagon R VXI Minor,13,0.01689189189189189,0.08113906042468783,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2607,Mahindra Thar 4X4,10,0.06306306306306306,-0.8837243008864907,1,4,Mahindra,17,0.0,1.0,0.0,0.0,1.0
2608,Datsun GO Plus T,6,0.037162162162162164,-1.2016789405505677,4,0,Datsun,5,1.0,0.0,0.0,0.0,1.0
2609,Maruti Celerio VXI,7,0.04054054054054054,-0.9909313410321773,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2610,Maruti 800 Std BSII,19,0.006756756756756757,-0.1332750198666852,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
2611,Maruti Swift 1.3 VXi,14,0.020157657657657656,-0.293313689396166,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2612,Maruti Swift VDI,10,0.039414414414414414,0.2955531407160608,1,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
2613,Hyundai Grand i10 Magna,6,0.0518018018018018,-0.27776866857504146,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
2614,Toyota Fortuner 2.8 4WD AT BSIV,4,0.34684684684684686,-1.3125524614692368,1,0,Toyota,26,0.0,1.0,0.0,1.0,0.0
2615,Renault KWID 1.0 RXT Optional,5,0.03153153153153153,-0.9909313410321773,4,0,Renault,23,0.0,1.0,0.0,0.0,1.0
2616,Hyundai Creta 1.6 CRDi SX Option,7,0.14414414414414414,-0.24048206001237168,1,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
2617,Toyota Etios 1.5 V,7,0.05518006756756757,-0.6693102205951177,4,0,Toyota,26,0.0,1.0,0.0,0.0,1.0
2618,Maruti Wagon R LX Minor,16,0.009009009009009009,0.7243813012988068,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2619,Chevrolet Spark 1.0 LT,11,0.011824324324324323,-0.8194000767990788,4,0,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
2620,Mercedes-Benz New C-Class C 220 CDI Grand Edition,9,0.27815315315315314,-0.4334547322746074,1,0,Mercedes-Benz,19,0.0,1.0,0.0,1.0,0.0
2621,Renault KWID RXT BSIV,4,0.025900900900900897,-0.8408414848282161,4,0,Renault,23,0.0,1.0,0.0,0.0,1.0
2622,Maruti Swift Dzire VDI,9,0.03153153153153153,1.153209461881553,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2623,Maruti Ertiga VXI,8,0.06813063063063061,-1.164220800723665,4,0,Maruti,18,0.0,0.0,1.0,0.0,1.0
2624,Honda Amaze VX Diesel BSIV,5,0.0867117117117117,-0.3691305081871955,1,0,Honda,9,1.0,0.0,0.0,0.0,1.0
2625,Chevrolet Spark 1.0 LS,13,0.017454954954954954,-0.4548961403037447,4,2,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
2626,Tata Indica LSI,17,0.00563063063063063,-0.1332750198666852,4,2,Tata,25,0.0,1.0,0.0,0.0,1.0
2627,Toyota Fortuner 2.8 2WD AT BSIV,5,0.3130630630630631,-0.5621031804494312,1,0,Toyota,26,0.0,1.0,0.0,1.0,0.0
2628,Hyundai EON Era Plus,10,0.01689189189189189,0.2955531407160608,4,4,Hyundai,10,0.0,1.0,0.0,0.0,1.0
2629,Hyundai Santro LE zipPlus,22,0.005405405405405406,0.08113906042468783,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
2630,Maruti Wagon R LXI BSIII,18,0.011824324324324323,-0.3476891001580582,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
2631,Maruti Swift Dzire AMT VDI,5,0.07376126126126126,-0.3476891001580582,1,0,Maruti,18,0.0,1.0,0.0,1.0,0.0
2632,Ford Figo 1.2P Ambiente MT,8,0.023648536036036033,-0.4548961403037447,4,0,Ford,8,0.0,1.0,0.0,0.0,1.0
2633,Maruti Eeco 5 Seater AC BSIV,6,0.04560810810810811,-1.2406808617555685,4,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
2634,Chevrolet Optra Magnum 2.0 LS,14,0.014639639639639638,-0.004626571691861379,1,0,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
2635,Maruti Ciaz ZXi,8,0.08783783783783783,-0.7765172607408042,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2636,Maruti Swift LXI,12,0.017454954954954954,0.08113906042468783,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2637,Hyundai Verna 1.6 VTVT SX,8,0.08333333333333333,-0.23319198128246502,4,0,Hyundai,10,0.0,0.0,1.0,0.0,1.0
2638,Hyundai i10 Magna 1.2,13,0.014639639639639638,0.5099672210074339,4,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
2639,Maruti Zen VXi - BS III,19,0.006644144144144144,0.2955531407160608,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2640,Toyota Innova 2.5 GX 8 STR BSIV,11,0.04831081081081081,0.5099672210074339,1,0,Toyota,26,0.0,1.0,0.0,0.0,1.0
2641,Maruti Alto 800 LXI,8,0.02984234234234234,-0.4334547322746074,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
2642,Ford Endeavour 2.5L 4X2 MT,15,0.04279279279279279,0.9387953815901798,1,4,Ford,8,0.0,1.0,0.0,0.0,1.0
2643,Maruti Alto K10 VXI Airbag,5,0.04054054054054054,-0.8837243008864907,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2644,Mahindra Scorpio BSIV,5,0.07736486486486485,-0.1332750198666852,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
2645,Ford Ecosport 1.5 Diesel Titanium,3,0.11036036036036034,-1.4175939194039804,1,3,Ford,8,1.0,0.0,0.0,0.0,1.0
2646,Maruti 800 Std,25,0.0022522522522522522,-0.5621031804494312,4,1,Maruti,18,0.0,1.0,0.0,0.0,1.0
2647,Honda City i DTEC S,9,0.05630630630630631,0.33843595677433547,1,0,Honda,9,0.0,1.0,0.0,0.0,1.0
2648,Tata Indica Vista Aqua 1.4 TDI,13,0.009009009009009009,1.153209461881553,1,2,Tata,25,0.0,1.0,0.0,0.0,1.0
2649,Ford Ecosport 1.5 DV5 MT Titanium,8,0.07094594594594594,0.03825624436641322,1,0,Ford,8,0.0,1.0,0.0,0.0,1.0
2650,Tata Indica Vista Quadrajet LX,11,0.014639639639639638,0.9387953815901798,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
2651,Hyundai EON 1.0 Era Plus,6,0.029279279279279275,-0.8014321768706618,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
2652,Hyundai Getz 1.5 CRDi GVS,15,0.010135135135135134,1.882217334872221,1,4,Hyundai,10,0.0,1.0,0.0,0.0,1.0
2653,Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,9,0.050112612612612614,0.08113906042468783,1,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
2654,Tata Indica GLS BS IV,14,0.020270270270270268,0.7243813012988068,4,0,Tata,25,0.0,1.0,0.0,0.0,1.0
2655,Hyundai i20 Magna 1.4 CRDi (Diesel),10,0.03434684684684685,0.2526703246577862,1,2,Hyundai,10,1.0,0.0,0.0,0.0,1.0
2656,Mahindra Bolero Power Plus Plus AC BSIV PS,4,0.09346846846846846,-0.3476891001580582,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
2657,Hyundai Elite i20 Asta Option BSIV,4,0.08783783783783783,-1.17875807536742,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
2658,Hyundai EON Magna,11,0.023085585585585582,-0.28074902429109155,4,2,Hyundai,10,1.0,0.0,0.0,0.0,1.0
2659,Maruti Celerio LXI MT BSIV,4,0.036036036036036036,-0.3476891001580582,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2660,Maruti Wagon R VXI BS IV,9,0.028716216216216214,-0.7765172607408042,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2661,Chevrolet Spark 1.0 LS,14,0.01689189189189189,-0.45918442190957215,4,2,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
2662,Maruti Wagon R VXI,18,0.009009009009009009,0.7243813012988068,4,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
2663,Maruti SX4 S Cross DDiS 320 Delta,8,0.03434684684684685,0.2955531407160608,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2664,Hyundai Grand i10 1.2 Kappa Asta,6,0.05405405405405405,-0.3476891001580582,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
2665,Honda CR-V Diesel 4WD,5,0.20045045045045043,-0.8622828928573534,1,0,Honda,9,0.0,1.0,0.0,1.0,0.0
2666,Mahindra Thar 4X4,10,0.0670045045045045,-0.43847202175342553,1,2,Mahindra,17,0.0,1.0,0.0,0.0,1.0
2667,Mahindra Bolero SLX,13,0.04279279279279279,-0.3476891001580582,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
2668,Hyundai Elantra 2.0 SX AT,5,0.1751126126126126,-1.2053454213235502,4,0,Hyundai,10,0.0,1.0,0.0,1.0,0.0
2669,Tata Safari Storme VX Varicor 400,5,0.11993243243243241,-1.0981383811778638,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
2670,Toyota Corolla H6,16,0.021959459459459457,-0.22332893358906186,4,2,Toyota,26,1.0,0.0,0.0,0.0,1.0
2671,Maruti Omni LPG CARGO BSIII W IMMOBILISER,14,0.006756756756756757,0.5099672210074339,3,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
2672,BMW X5 xDrive 30d xLine,4,0.5551801801801801,-0.7765172607408042,1,0,BMW,2,1.0,0.0,0.0,1.0,0.0
2673,Tata Indigo CR4,10,0.01689189189189189,-0.1332750198666852,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
2674,Maruti 800 AC,21,0.005067567567567568,0.7243813012988068,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
2675,Maruti 800 DX,23,0.003378378378378378,-0.1332750198666852,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2676,Ford Endeavour Hurricane Limited Edition,16,0.04279279279279279,0.9387953815901798,1,1,Ford,8,0.0,1.0,0.0,1.0,0.0
2677,Maruti Ciaz VDI SHVS,7,0.07376126126126126,-0.3283918329318346,1,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
2678,Chevrolet Spark 1.0 LT,14,0.00563063063063063,-0.1332750198666852,4,0,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
2679,Mahindra Bolero Power Plus Plus AC BSIV PS,8,0.06981981981981981,0.08113906042468783,1,2,Mahindra,17,0.0,1.0,0.0,0.0,1.0
2680,Hyundai Verna SX,16,0.015202702702702702,-0.02606797972099868,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
2681,Toyota Innova 2.5 G4 Diesel 7-seater,15,0.037162162162162164,1.582037622464299,1,2,Toyota,26,0.0,1.0,0.0,0.0,1.0
2682,Maruti Omni E MPI STD BS IV,6,0.021959459459459457,-0.690751628624255,4,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
2683,Maruti SX4 Zxi BSIII,15,0.037162162162162164,-1.2053454213235502,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2684,Hyundai Verna SX CRDi AT,11,0.05405405405405405,0.12402187648296242,1,2,Hyundai,10,1.0,0.0,0.0,1.0,0.0
2685,Honda Mobilio S i VTEC,8,0.059684684684684686,-0.9266071169447653,4,0,Honda,9,0.0,1.0,0.0,0.0,1.0
2686,Maruti Alto LXi BSIII,15,0.011824324324324323,0.08113906042468783,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2687,Maruti 800 AC,19,0.0022522522522522522,0.06207764868678477,4,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
2688,Honda City i-VTEC VX,5,0.11036036036036034,-0.8057847827005766,4,0,Honda,9,1.0,0.0,0.0,0.0,1.0
2689,Tata Indica Vista Quadrajet VX,12,0.020270270270270268,-0.8046269466670032,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
2690,Hyundai Verna 1.6 CRDI,11,0.05405405405405405,-0.8622828928573534,1,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
2691,Honda Mobilio V i VTEC,9,0.05405405405405405,0.08113906042468783,4,0,Honda,9,0.0,1.0,0.0,0.0,1.0
2692,Mahindra Verito 1.5 D4 BSIV,8,0.037162162162162164,1.153209461881553,1,4,Mahindra,17,0.0,1.0,0.0,0.0,1.0
2693,Tata Indica Vista Quadrajet LX,12,0.012725225225225225,0.2955531407160608,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
2694,Maruti Omni MPI STD BSIV,5,0.020270270270270268,-1.2053454213235502,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2695,Maruti 800 Std,22,0.005067567567567568,-0.1332750198666852,4,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
2696,Maruti Wagon R LX BS IV,9,0.037162162162162164,-0.5621031804494312,4,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
2697,Maruti Swift Dzire VDI,6,0.0653153153153153,-0.4225839384038348,1,0,Maruti,18,0.0,0.0,1.0,0.0,1.0
2698,Maruti Alto LX,14,0.013513513513513513,1.153209461881553,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
2699,Maruti 800 Std MPFi,17,0.006531531531531531,-0.03250040212973987,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2700,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,11,0.03153153153153153,3.9405925056694024,1,0,Toyota,26,0.0,1.0,0.0,0.0,1.0
2701,Mahindra XUV500 W6 2WD,8,0.09346846846846846,-0.24048206001237168,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
2702,Mahindra XUV500 W8 4WD,8,0.0822072072072072,-0.2833648760706463,1,0,Mahindra,17,1.0,0.0,0.0,0.0,1.0
2703,Ford Endeavour 2.5L 4X2 MT,19,0.04279279279279279,0.5831896294269378,1,0,Ford,8,1.0,0.0,0.0,0.0,1.0
2704,Maruti Ritz VDi,12,0.020270270270270268,1.153209461881553,1,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
2705,Mahindra Scorpio M2DI,10,0.05405405405405405,0.9387953815901798,1,2,Mahindra,17,0.0,1.0,0.0,0.0,1.0
2706,Mercedes-Benz M-Class ML 350 CDI,9,0.27927927927927926,0.28483243670149216,1,2,Mercedes-Benz,19,0.0,1.0,0.0,1.0,0.0
2707,Mahindra TUV 300 mHAWK100 T8,6,0.08783783783783783,-0.1332750198666852,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
2708,Honda Accord 2.4 MT,14,0.037162162162162164,-0.19684879467307728,4,0,Honda,9,1.0,0.0,0.0,0.0,1.0
2709,Hyundai Santro Magna BSIV,4,0.04560810810810811,-1.0981383811778638,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
2710,Mahindra TUV 300 mHAWK100 T8,6,0.08783783783783783,-0.1332750198666852,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
2711,Renault Pulse RxL,8,0.041666666666666664,-0.09929038814050256,1,0,Renault,23,0.0,0.0,1.0,0.0,1.0
2712,Honda City i-DTEC SV,9,0.053490990990990986,0.2955531407160608,1,0,Honda,9,1.0,0.0,0.0,0.0,1.0
2713,Mahindra Scorpio 1.99 S6 Plus,7,0.09909909909909909,-0.6693102205951177,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
2714,Volkswagen Vento Petrol Highline AT,12,0.02804054054054054,0.2153408332790582,4,0,Volkswagen,27,1.0,0.0,0.0,1.0,0.0
2715,Mahindra Jeep MM 540,16,0.008445945945945946,0.7243813012988068,1,2,Mahindra,17,0.0,1.0,0.0,0.0,1.0
2716,Ford Figo Aspire 1.2 Ti-VCT Trend,5,0.059684684684684686,-0.6693102205951177,4,0,Ford,8,0.0,1.0,0.0,0.0,1.0
2717,Hyundai i20 Magna Optional 1.4 CRDi,10,0.04504504504504504,-0.3476891001580582,1,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
2718,Toyota Innova Crysta 2.4 VX MT,7,0.20045045045045043,1.6129132500262566,1,0,Toyota,26,1.0,0.0,0.0,0.0,1.0
2719,Renault Pulse RxZ,6,0.05292792792792793,-0.9480485249739027,1,0,Renault,23,1.0,0.0,0.0,0.0,1.0
2720,Mercedes-Benz C-Class Progressive C 220d,5,0.42567567567567566,-1.2053454213235502,1,0,Mercedes-Benz,19,1.0,0.0,0.0,1.0,0.0
2721,Maruti Alto LXi,15,0.005518018018018017,0.7243813012988068,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2722,Maruti Wagon R VXI BS IV,8,0.025900900900900897,-0.8837243008864907,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
2723,Hyundai Santro Xing GL,12,0.014639639639639638,1.946541558959633,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
2724,Honda Brio E MT,11,0.03153153153153153,0.42338681538577744,4,2,Honda,9,1.0,0.0,0.0,0.0,1.0
